DT,TYPE,NKB,S_UAH,S_FXU,S_FXD
2018-05-01,DFOOS,395,38468002.970000006,206728950.89999998,7881379.354752967
2018-05-01,DFOOS,430,2910042.11,36537756.989999995,1392973.3709588854
2018-05-01,DFOOS,455,4945826.88,0,0.0
2018-05-01,DFOOS,512,1513083.99,1987978.55,75790.12534746887
2018-05-01,DFOOS,553,3331952.8200000003,84892774.33999999,3236470.5385392564
2018-05-01,DFOOS,634,471547.84,10904389.23,415721.2996987768
2018-05-01,DFOOS,694,105579050.66,90192219.71,3438507.7430475056
2018-05-01,DFOOS,774,63642212.36,23388325.62,891661.5978614144
2018-05-01,DSG,2,17035126846.37,35375858239.579994,1348676891.0318766
2018-05-01,DSG,5,4299696474.1,1531007006.72,58368443.13393719
2018-05-01,DSG,6,38878932079.46,11358947272.3,433050969.07756215
2018-05-01,DSG,29,303639763.88,124568975.16000001,4749094.622666897
2018-05-01,DSG,36,23807860209.19,7282327742.749999,277633042.0890974
2018-05-01,DSG,43,36991044.940000005,26832831.32,1022980.6801337413
2018-05-01,DSG,46,23021169724.92,12842188907.289999,489598394.82140464
2018-05-01,DSG,49,138248918.99,5813118.03,221620.5723916545
2018-05-01,DSG,62,4130677205.3500004,1883110501.1799996,71792113.11287394
2018-05-01,DSG,72,31384196.520000003,60501885.15999999,2306586.990103373
2018-05-01,DSG,88,3142566159.71,1871529827.29,71350608.9901402
2018-05-01,DSG,91,401118484.54,48519496.440000005,1849767.8040759899
2018-05-01,DSG,95,51414738.11,43128286.13,1644232.133095301
2018-05-01,DSG,96,402222513.53000003,26012394.240000002,991702.1589782131
2018-05-01,DSG,97,404262677.95,131012933.45,4994765.485932984
2018-05-01,DSG,101,901283372.9,258053968.88,9838105.470417188
2018-05-01,DSG,105,997338437.0000001,404196016.35999995,15409656.58048573
2018-05-01,DSG,106,4750579650.12,1655832036.89,63127299.65333268
2018-05-01,DSG,113,516482133.18,116561293.47,4443808.029394686
2018-05-01,DSG,115,16213213939.11,7953433434.920001,303218421.0314226
2018-05-01,DSG,123,247499335.18,73429346.05,2799436.3124854486
2018-05-01,DSG,128,130083655.85999997,24295238.15,926236.9278255583
2018-05-01,DSG,129,52768640.47,12635855.100000001,481732.0800073291
2018-05-01,DSG,133,205651714.64,14658244.16,558834.0791002014
2018-05-01,DSG,136,12043373956.82,7054261792.219999,268938206.33337027
2018-05-01,DSG,142,623421324.74,58789543.76,2241305.3152363775
2018-05-01,DSG,143,244501569.27,115078556.20000002,4387279.832171097
2018-05-01,DSG,146,187319006.23,12642002.129999999,481966.43071207614
2018-05-01,DSG,153,986123497.3000001,354156799.29,13501950.617549408
2018-05-01,DSG,171,12557215343.160004,5044034654.53,192299871.00404355
2018-05-01,DSG,205,199599110.61000004,21548998.709999997,821538.6998734697
2018-05-01,DSG,231,130405090.00999998,47218190.68,1800156.5410843524
2018-05-01,DSG,240,278200333.15999997,2721424.5500000003,103752.17970444355
2018-05-01,DSG,241,283567445.98,35073511.68,1337150.1652284497
2018-05-01,DSG,242,1108087822.8899999,1064252485.58,40573792.550962634
2018-05-01,DSG,251,400986305.46000004,173928417.74,6630884.715532533
2018-05-01,DSG,270,2199654238.3399997,1347037218.46,51354739.03115768
2018-05-01,DSG,272,9213446055.310001,6078780898.13,231748761.18712255
2018-05-01,DSG,274,26425457681.95,19488983552.129997,743002235.2659147
2018-05-01,DSG,286,268929830.92,93226213.23,3554176.3699470307
2018-05-01,DSG,288,1276615773.53,74692447.72999999,2847591.0748463394
2018-05-01,DSG,290,363225409.49999994,249282192.26999998,9503688.356715487
2018-05-01,DSG,295,4069004025.5299997,1214510188.3,46302249.79391002
2018-05-01,DSG,296,10859872715.369999,3520635336.2200007,134221465.0328305
2018-05-01,DSG,297,10768779389.160002,6450959152.460001,245937765.66469747
2018-05-01,DSG,298,4905467125.12,1399201652.4399998,53343467.224439204
2018-05-01,DSG,305,2630766072.99,875603730.0399998,33381706.4849331
2018-05-01,DSG,311,50224688.46,9268271.83,353345.6051374975
2018-05-01,DSG,313,198729.08000000002,0,0.0
2018-05-01,DSG,320,351682810.28,1214856678.16,46315459.44847144
2018-05-01,DSG,325,12634911.12,2778386.05,105923.7922829494
2018-05-01,DSG,326,139566182.17,13062972.68,498015.6032507299
2018-05-01,DSG,329,131690299.5,29775739.46,1135176.7482536344
2018-05-01,DSG,331,484887759.35999995,61145357.03999999,2331118.8515979405
2018-05-01,DSG,377,456013913.68,34603272.580000006,1319222.6678053609
2018-05-01,DSG,381,376756659.19,302065111.04,11515995.79825381
2018-05-01,DSG,386,641406582.5699999,184965788.34999996,7051675.826200387
2018-05-01,DSG,387,193043872.56999996,28378244.14,1081898.333617168
2018-05-01,DSG,389,1916713386.5399997,3659233731.0000005,139505420.29146957
2018-05-01,DSG,392,261177006.56,133211036.22,5078566.432610663
2018-05-01,DSG,394,47087091.89000001,21191750.11,807918.8767751732
2018-05-01,DSG,395,21448380.380000003,12007780.000000002,457787.2086923825
2018-05-01,DSG,407,1307298683.85,228753427.17000002,8721045.264234561
2018-05-01,DSG,430,25820668.8,643623.6599999999,24537.64798820223
2018-05-01,DSG,455,636373912.5799999,263361177.29999998,10040438.635127112
2018-05-01,DSG,512,2053679.6500000001,837940.1,31945.810085662448
2018-05-01,DSG,553,1034259491.3000001,10842620.280000001,413366.40685394127
2018-05-01,DSG,634,5908330.870000001,8485280.450000001,323494.6719691353
2018-05-01,DSG,694,688341269.4,62601964.199999996,2386650.858841389
2018-05-01,DSG,774,136446252.29999998,7798472.5600000005,297310.659031606
2018-05-01,LFONET,2,146795375.03,39999713.140000224,1524957.7379712723
2018-05-01,LFONET,5,1406020660.02,4420616492.689997,168532541.8093989
2018-05-01,LFONET,6,4093663972.250001,40733163.80999994,1552919.9703683294
2018-05-01,LFONET,29,3428750.13,0,0.0
2018-05-01,LFONET,36,3786563660.39,217137487.55000067,8278196.663162693
2018-05-01,LFONET,43,682700.05,0,0.0
2018-05-01,LFONET,46,4230412179.68,986872363.1800003,37623735.98415586
2018-05-01,LFONET,49,2021114.6099999999,239991.03000000003,9149.470071479474
2018-05-01,LFONET,62,690454723.78,1153945.0099999995,43993.249802411716
2018-05-01,LFONET,72,1605209.3299999996,0.0,-2.3283064365386963e-10
2018-05-01,LFONET,88,3176815596.7200003,37686609.140000015,1436772.4594622357
2018-05-01,LFONET,91,56972523.93,14761437.530000001,562768.2455162967
2018-05-01,LFONET,95,20425382.86,3130915.46,119363.69995829593
