DT,TYPE,S_UAH,S_FXU,S_FXD
2019-12-01,LSGGRO,442784389409.1507,318637864989.83984,13256927075.380556
2020-01-01,LFOGRO,167777919448.88,35663120466.56,1505649722.9002547
2020-01-01,LSGGRO,427520750878.68976,311982225070.0003,13171476432.26859
2020-02-01,LFOGRO,170494206106.83002,37424616907.939995,1501814511.787509
2020-02-01,LSGGRO,413145298877.4399,323889537868.44995,12997381092.330942
2020-03-01,LFOGRO,171547663189.31012,36768761492.66,1497038454.9757745
2020-03-01,LSGGRO,416521613822.48065,316125505332.12,12871035598.392574
2020-04-01,LFOGRO,172945372372.53003,41807401870.32003,1489849148.1324964
2020-04-01,LSGGRO,434468870924.13995,357269316440.47015,12731654275.091131
2020-05-01,LFOGRO,167632665915.33984,39853045646.25997,1477603893.2446969
2020-05-01,LSGGRO,426291457802.7102,340884380052.32007,12638735106.532116
2020-06-01,LFOGRO,167805996134.5903,39708233737.740005,1475818825.5267444
2020-06-01,LSGGRO,420700702822.9808,336457869262.58014,12504984752.882442
2020-07-01,LFOGRO,169695348835.76004,39031750917.500015,1462290516.2369535
2020-07-01,LSGGRO,420620643078.66016,311057345663.62994,11653492243.562908
2020-08-01,LFOGRO,171658763548.79996,40060716980.22,1446689645.492265
2020-08-01,LSGGRO,422733278813.61005,325885958109.12976,11768532286.643456
2020-09-01,LFOGRO,174587727879.53018,39581704981.20998,1440597213.602102
2020-09-01,LSGGRO,421217716107.9391,327223170183.63983,11909461389.20436
2020-10-01,LFOGRO,172910794615.2199,39336162669.77001,1390024441.5779414
2020-10-01,LSGGRO,416819984635.4599,310214655970.2005,10962074708.564644
2020-11-01,LFOGRO,165536121331.64993,34584218181.68,1216114120.101413
2020-11-01,LSGGRO,414406421540.16016,293435876059.3199,10318333939.065271
2020-12-01,LFOGRO,167977830461.57993,32589318561.94999,1144766196.61832
2020-12-01,LSGGRO,418937548093.3497,273296413544.08,9600093211.140884
2021-01-01,LFOGRO,167614388200.67017,28824176507.980007,1019437109.9141982
2021-01-01,LSGGRO,410661162176.3004,266605107184.5601,9429138066.83596
2021-02-01,LFOGRO,169134383128.04,28688818210.689995,1017590180.8856133
2021-02-01,LSGGRO,415159930199.0696,264455332370.20013,9380210349.776
2021-03-01,LFOGRO,171653020698.7098,27181377124.14999,973192975.4691168
2021-03-01,LSGGRO,418272296118.1501,261405551309.55997,9359277314.06475
2021-04-01,LFOGRO,176136514940.64996,26479870948.229992,949603049.2243195
2021-04-01,LSGGRO,419948656891.6902,256595642366.14996,9201857701.079794
2021-05-01,LFOGRO,178963453390.22998,26006231511.259987,937161495.9012622
2021-05-01,LSGGRO,431015086583.7493,262072429545.37,9444051515.148464
2021-06-01,LFOGRO,185164326610.95996,25325039653.710014,920897137.9947196
2021-06-01,LSGGRO,443055254452.9596,248754618429.84015,9045490917.580841
2021-07-01,LFOGRO,190279001879.45007,24410903087.510006,898242332.0139239
2021-07-01,LSGGRO,456590486065.74023,240458786790.09998,8848106136.232666
2021-08-01,LFOGRO,195007474099.4498,23635821179.520004,879089705.3011334
2021-08-01,LSGGRO,462628186890.86926,237672902315.70004,8839794482.614084
2021-09-01,LFOGRO,202286964726.46,21609935675.57,804536679.8921076
2021-09-01,LSGGRO,479065195581.6999,242582908348.5901,9031347923.075123
2021-10-01,LFOGRO,206172072401.9003,20805020240.97999,782849948.8628837
2021-10-01,LSGGRO,489785203062.8399,234757806447.26984,8833451476.793734
2021-11-01,LFOGRO,210041260094.8499,19162093743.92999,727863321.8973281
2021-11-01,LSGGRO,495147513912.61005,239282664508.91986,9089042011.240383
2021-12-01,LFOGRO,217247441628.07022,19134215477.400013,704139467.5552644
2021-12-01,LSGGRO,504630500958.61975,237703572965.15002,8747495683.91545
2022-01-01,LFOGRO,220651401196.23956,18837912674.210003,690584887.3536377
2022-01-01,LSGGRO,493969985076.12036,240927462433.3799,8832234620.810024
2022-02-01,LFOGRO,227762762586.43005,19679396394.899986,683694579.0841409
2022-02-01,LSGGRO,496764342708.5694,255250158978.52985,8867810094.480936
2022-03-01,LFOGRO,234615391930.85004,19884503607.77999,679698225.1786885
2022-03-01,LSGGRO,511364561928.4799,270234412584.53,9237235901.83286
2022-04-01,LFOGRO,229481008471.3699,19836281150.840004,678049870.3068547
2022-04-01,LSGGRO,514599734830.26013,268990378048.07977,9194711930.243483
2022-05-01,LFOGRO,226262754347.2296,19672973356.74001,672467633.0030192
2022-05-01,LSGGRO,526417978118.5502,258972845223.63998,8852289538.629086
2022-06-01,LFOGRO,223390548137.7199,19690258815.71,673058489.8840882
2022-06-01,LSGGRO,544135060810.5998,252968604296.10007,8647050726.41165
2022-07-01,LFOGRO,217031787529.33994,18444146108.369987,630463481.6174381
2022-07-01,LSGGRO,542559277109.10956,249523547559.36023,8529290736.230848
2022-08-01,LFOGRO,214230747187.84998,22913067693.940006,626577656.6218009
2022-08-01,LSGGRO,544534668163.3602,308826790790.0902,8445135739.133845
2022-09-01,LFOGRO,211409087784.91995,22773392385.160007,622758114.4796355
2022-09-01,LSGGRO,543768334807.3302,304152150301.0102,8317303651.2475195
2022-10-01,LFOGRO,208257936411.38004,22589673467.740005,617734161.7600893
2022-10-01,LSGGRO,539600631485.4707,296929708573.0303,8119799734.554503
2022-11-01,LFOGRO,204684025782.33984,22457505693.709988,614119919.6499182
2022-11-01,LSGGRO,535024538940.6,292501743889.0501,7998713209.941037
2022-12-01,LFOGRO,203451722594.32968,22294019307.989994,609649243.0114908
2022-12-01,LSGGRO,530019224942.07043,293573303891.3105,8028015945.136265
